ID,FileName,ProcessedDate,EIN,OrganizationName,Website,FormationYear,Organization501c3,LegalDomicileState,MailingAddress,MailingCity,MailingState,MailingZIP,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZIP,PrincipalOfficerName,BusinessOfficerName,BusinessOfficerTitle,BusinessOfficerPhone,SigningOfficerFirstName,SigningOfficerLastName,PreparerName,PreparerPhone,PreparerFirmName,PreparerFirmAddress,PreparerFirmCity,PreparerFirmState,PreparerFirmZIP,MissionDescription,ActivityDescription,GrossReceipts,TotalRevenue,TotalExpenses,NetIncome,TotalAssets,TotalEmployees,ContributionsReceived,ProgramServiceRevenue,InvestmentIncome,SalariesAndBenefits,HasFundraisingActivities,HasProfessionalFundraising,FundraisingGrossIncome,FundraisingDirectExpenses,NetFundraisingIncome,Event1Name,Event1GrossReceipts,Event1CharitableContributions,Event1GrossRevenue,Event1RentCosts,Event1FoodBeverage,Event1OtherExpenses,Event1NetIncome,Event2Name,Event2GrossReceipts,Event2CharitableContributions,Event2GrossRevenue,Event2RentCosts,Event2FoodBeverage,Event2OtherExpenses,Event2NetIncome,OtherEventCount,TotalEventGrossReceipts,TotalEventGrossRevenue,TotalEventRentCosts,TotalEventFoodBeverage,TotalEventOtherExpenses,TotalEventDirectExpenses,TotalEventNetIncome,HasGala,HasAuction,HasBall,HasDinner,HasBenefit,HasTournament,HasGolf,HasAnnual,HasFundraiser,HasEvent,HasShow,HasRun,HasArt,HasAwards,HasConcert,HasFestival,HasRaffle,HasGamingActivities,GamingGrossRevenue,GamingNetIncome,ProspectScore,ProspectTier,TerritoryManager,ContactStatus,LastContactDate,NextFollowUpDate,ProspectNotes,EstimatedValue,TaxYear,TaxPeriodEnd,ReturnTimestamp,Event1Keyword,Event2Keyword,PrimaryEventType,WebsiteRaw,,,,,,
1097,201900119349301325_public.xml,NULL,911589428,Eastside Youth Soccer Association,eysa.org,1970,X,WA,PMB 323-15600 NE 8th St,Bellevue,WA,98008,PMB 323-15600 NE 8th St B1,Bellevue,WA,98008,GREG SNYDER,GREG SNYDER,TREASURER,2062305702,NULL,NULL,ELLEN F SCHOONOVER,4256432048,SCHOONOVER CONSULTING INC,5015 141ST AVE SE,BELLEVUE,WA,980063447,"To teach good sportsmanship, promote physical health","TO TEACH GOOD SPORTSMANSHIP, PROMOTE PHYSICAL HEALTH AND TO DEVELOP, GOVERN AND PROMOTE THE GAME OF AMATEUR SOCCER AMONG ALL YOUTH WITHIN THE AREA OF JURISDICTION FOR THE ASSOCIATION. IN FURTHERANCE OF THAT PURPOSE, EYSA SPONSORS, ORGANIZES AND GOVERNS",364013,364013,294651,69362,176719,2,74129,289853,31,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,5/31/2018,14:58.0,NULL,NULL,NULL,http:,,www.eysa.org,,,,
1098,201900119349301330_public.xml,NULL,952125328,Japan Business Association of Southern California,jba.org,1960,NULL,CA,1411 WEST 190TH STREET Room 220,GARDENA,CA,90248,1411 West 190th St No 220,Gardena,CA,90248,Mr Saburo Ito,MR YUJI TAKAHASHI,EXECUTIVE DIRECTOR,NULL,NULL,NULL,Winifred Chow,2136221354,Winifred Chow dba Joe Uematsu and Co,18000 Studebaker Rd 700,Cerritos,CA,90703,To develop and improve the business environment for Japanese companies in Southern California primarily through membership services. They also provide educational support and strengthening ties with the local community.,To develop and improve business environment for Japanese companies in SoCal primarily through membership services. They also provide educational support and strengthen ties with the local community.,910932,910932,860560,50372,1546220,5,0,895881,15051,290456,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,3/31/2018,34:00.0,NULL,NULL,NULL,www.jba.org,,,,,,
1099,201900119349301350_public.xml,NULL,942835291,Satellite Senior Homes III Inc,sahahomes.org,1982,X,CA,1835 Alcatraz Avenue,Berkeley,CA,94703,1835 ALCATRAZ AVENUE,BERKELEY,CA,94703,MIKE JACOB,SUSAN FRIEDLAND,Executive Dir.,NULL,NULL,NULL,Brieanne E Fairley,9253762195,Spiteri Narasky & Daley LLP,1024 Country Club Dr,Moraga,CA,94556,"TO PROVIDE LOW-INCOME ELDERLY & HANDICAPPED PERSONS WITH AFFORDABLE HOUSING FACILITIES & SERVICES SPECIALLY DESIGNED TO MEET THEIR PHYSICAL, SOCIAL & PSYCHOLOGICAL NEEDS, AND TO PROMOTE THEIR HEALTH, SECURITY, HAPPINESS & USEFULNESS IN LONGER LIVING ON A NONPROFIT BASIS.","TO PROVIDE LOW-INCOME ELDERLY & HANDICAPPED PERSONS WITH AFFORDABLE HOUSING FACILITIES & SERVICES SPECIALLY DESIGNED TO MEET THEIR PHYSICAL, SOCIAL & PSYCHOLOGICAL NEEDS, AND TO PROMOTE THEIR HEALTH, SECURITY, HAPPINESS & USEFULNESS IN LONGER LIVING ON A NONPROFIT BASIS.",1921859,1921859,2148436,-226577,4266382,0,1340579,563231,17224,447299,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,9/30/2018,52:12.0,NULL,NULL,NULL,www.sahahomes.org,,,,,,
1101,201900119349301360_public.xml,NULL,942537375,GLOBAL PARTNERS FOR DEVELOPMENT,gpfd.org,1978,X,CA,320 PROFESSIONAL CENTER DR,ROHNERT PARK,CA,95928,320 PROFESSIONAL CENTER,ROHNERT PARK,CA,94928,D CASANOVA,D CASANOVA,Executive Dir.,NULL,NULL,NULL,VICTORIA MWANGI,7075424465,VM Accounting Services CPA,1101 College Avenue Suite 240,Santa Rosa,CA,95404,GPFD's mission is to take an authentic and sustainable approach to community-driven development in impoverished regions of East Africa. That means supporting schools and community-based organizations to manage education and health interventions that generate lasting change for local people.,GPFD's mission is to take an authentic and sustainable approach to community-driven development in impoverished regions of East Africa. That means supporting schools and community-based organizations to manage education and health interventions that generate lasting change for local people.,1164851,1132011,1271580,-139569,747142,4,890497,0,1364,179296,0,0,NULL,32840,NULL,SOUTH CAL EVENT,110200,110200,NULL,NULL,18208,NULL,NULL,NORTH CAL EVENT,62725,62725,NULL,NULL,2783,NULL,NULL,1,200754,NULL,1068,25742,NULL,32840,-32840,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B+,NULL,NULL,NULL,NULL,NULL,NULL,2017,3/31/2018,02:55.0,EVENT,EVENT,EVENT,WWW.GPFD.ORG,,,,,,
1102,201900119349301365_public.xml,NULL,943098879,Rafiki Coalition For Health and Wellness,rafikicoalition.org,1986,X,CA,601 Cesar Chavez Street,San Francisco,CA,94124,601 Cesar Chavez Street,San Francisco,CA,94124,NULL,Monique LeSarre,Executive Director,NULL,NULL,NULL,David Brown TPAMBA,5106353011,Brown Armant Gibson & Associates Inc,2101 Shoreline Drive No 1170,Alameda,CA,945010119,Stop the spread of HIV,"AIDS and eliminate health disparities in the City and County of San Francisco's Black and marginalized communities by providing health and wellness services, including, but not limited to health education, case management, transistional housing, advocacy, and other health promoting activities",Stop the spread of HIV,"AIDS and eliminate health disparities in the City and County of San Francisco's Black and marginalized communities by providing health and wellness services, including, but not limited to health education, case management, transistional housing, advocacy, and other health promoting activities",1937148,1937148,1798537,138611,1453667,36,1807756,114403,16,1120682,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,59:57.0,NULL,NULL,NULL,www.rafikicoalition.org,,,,
1103,201900119349301400_public.xml,NULL,237236155,MEMPHIS ZOOLOGICAL SOCIETY,memphiszoo.org,1951,X,TN,2000 PRENTISS PLACE,MEMPHIS,TN,38112,2000 PRENTISS PLACE,MEMPHIS,TN,38112,CHARLES BRADY,CHARLES BRADY,CEO,9013336500,NULL,NULL,AMY M DOOLIN,9017613000,DIXON HUGHES GOODMAN LLP,999 S SHADY GROVE RD STE 400,MEMPHIS,TN,38120,"THE MEMPHIS ZOOLOGICAL SOCIETY IS BUILDING ONE OF THE WORLD'S GREAT ZOOS IN MEMPHIS. OUR STAFF AND VOLUNTEERS ARE DEDICATED TO PROVIDING A NATURALISTIC AND ENRICHING SANCTUARY FOR OUR ANIMALS AND A CLEAN, FRIENDLY, ENTERTAINING, AND EDUCATIONAL EXPERIENCE FOR OUR GUESTS.","TO MANAGE AND SUPPORT THE MEMPHIS ZOO AND AQUARIUM IN ITS EFFORTS TO PRESERVE WILDLIFE THROUGH EDUCATION, CONSERVATION AND RESEARCH.",18094323,16420522,17120497,-699975,16758363,360,5377667,8816567,101128,8350886,1,0,1566815,784033,782782,ZOO LIGHTS,1174618,180500,994118,NULL,309,506999,NULL,ZOO RENDEZVOUS,384135,258750,125385,NULL,2313,54499,NULL,5,2087015,1566815,NULL,13146,714353,784033,782782,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A+,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,56:16.0,NULL,NULL,NULL,WWW.MEMPHISZOO.ORG,,,,,,
1108,201900119349301555_public.xml,NULL,161661758,LOVE LITTLE CHILDREN INC,lovelittlechildren.org,2003,X,CA,4320 AUBURN BLVD SUITE 2100,SACRAMENTO,CA,95841,4320 AUBURN BLVD SUITE 2100,SACRAMENTO,CA,95841,PATRICK ONDREY,NADIA BOBYK,DIRECTOR,9163487410,NULL,NULL,Reynold K Endow CPA EA,9169660420,BUCKLEY AND ENDOW LLP CPAS,417 20TH STREET,SACRAMENTO,CA,95811,"IMPROVE HEALTH OF CHILDREN THROUGH PROPER CARE,NUTRITION,BALANCED EATING HABITS, FITNESS AND EDUCATION.","IMPROVE HEALTH OF CHILDREN THROUGH PROPER CARE,NUTRITION,BALANCED EATING HABITS, FITNESS AND EDUCATION.",1722417,1722417,1730543,-8126,303035,4,1722417,0,0,169939,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,9/30/2018,25:33.0,NULL,NULL,NULL,WWW.LOVELITTLECHILDREN.ORG,,,,,,
1109,201900119349301600_public.xml,NULL,680298298,MURWOOD KEYSPOT INC,murwoodkeyspot.org,1992,X,CA,2050 VANDERSLICE AVE,WALNUT CREEK,CA,94596,2050 VANDERSLICE AVE,WALNUT CREEK,CA,94596,MARYAM MALEK,MARYAM MALEK,PRESIDENT,9259328118,NULL,NULL,LISA N MARTIN,9254444000,RUBENS PARTNERS LLP,3675 MT DIABLO BLVD SUITE 200,LAFAYETTE,CA,94549,"MURWOOD KEYSPOT, IS DEDICATED TO PROVIDING AN ATMOSPHERE THAT: EXPLORES THE WONDER OF LIFE, CELEBRATES THE INDIVIDUAL CHILD BOTH WITHIN AND OUTSIDE OF A GROUP, AND REJOICES IN THE SPIRITED GROWTH OF THE WHOLE CHILD.","MURWOOD KEYSPOT,INC. IS A CHILD CARE ENRICHMENT PROGRAM.",654382,653399,660804,-7405,324246,16,2334,645603,336,506966,0,0,1602,983,619,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,8/31/2018,26:37.0,NULL,NULL,NULL,WWW.MURWOODKEYSPOT.ORG,,,,,,
1104,201900119349301405_public.xml,NULL,721582890,PICO IMPROVEMENT ORGANIZATION,picopassport.com,2005,NULL,CA,3019 PICO BLVD 4,SANTA MONICA,CA,90405,16414 BRIGHTON AVE,GARDENA,CA,90247,SHARON TOWN LEE,SHARON TOWN LEE,CHAIRMAN,3104509017,NULL,NULL,MARVIN GOLDSCHMIDT,3104519871,WEIL & COMPANY LLP,1925 CENTURY PARK EAST STE300,LOS ANGELES,CA,90067,"SOLVES BUSINESS PROBLEMS ALONG PICO, PARTICULARLY PARKING, NEIGHBOR RELATIONS, AND PROMOTION AND ADVERTISING OF PICO BOULEVARD BUSINESS WITHIN THE CITY OF SANTA MONICA","SOLVES BUSINESS PROBLEMS ALONG PICO, PARTICULARLY PARKING, NEIGHBOR RELATIONS, AND PROMOTION AND ADVERTISING OF PICO BOULEVARD BUSINESSES.",116137,116137,55163,60974,77907,0,111655,0,31,11950,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,07:30.0,NULL,NULL,NULL,HTTP:,,PICOPASSPORT.COM,,,,
1105,201900119349301450_public.xml,NULL,141834266,NATIONAL LEIOMYOSARCOMA FOUNDATION INC,nlmsf.org,2001,X,NY,2843 EAST GRAND RIVER AVE Room 230,EAST LANSING,MI,48823,2650 Virgie Ct,Loveland,OH,45140,Michael Tokarski,Michael Tokarski,Treasurer,9893125086,NULL,NULL,John C Morey,9893125086,John C Morey CPA,1000 Iowa St,Alma,MI,48801,"Our Mission is to provide education and support to patients and their families dealing with Leiomyosarcoma, to raise funds for research, increase public government awareness of LMS and to collaborate with other organizations.","Our Mission is to provide education support to patients and families dealing with LMS to raise funds for LMS research, to increase public government awareness of LMS and to collaborate with other cancer organization",88341,88341,52095,36246,145825,0,87958,0,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,12/31/2017,51:34.0,NULL,NULL,NULL,www.nlmsf.org,,,,,,
1106,201900119349301500_public.xml,NULL,746062443,RESCUE MISSION OF EL PASO INC,rmelp.org,1956,X,TX,209 NORTH LEE STREET,EL PASO,TX,79901,209 N LEE ST,EL PASO,TX,79901,BLAKE BARROW,BLAKE BARROW,EXECUTIVE DIRECTOR,9155322575,NULL,NULL,JOANNE NUGENT,9155446770,SCHMID BROADDUS NUGENT & GANO PC,221 N KANSAS ST STE 1300,EL PASO,TX,79901,"THE RESCUE MISSION OF EL PASO SERVES AS A MEMBER OF THE LOCAL BODY OF CHRIST IN PROCLAIMING THE GOSPEL OF JESUS CHRIST TO THE POOR AND DISPLACED WHILE DEMONSTRATING THE LOVE OF CHRIST IN ASSISTING PERSONS WITH PHYSICAL NEEDS OF FOOD, CLOTHING, SHELTER, COUNSELING, AND VOCATIONAL TRAINING AND PLACEMENT.","NONPROFIT CHRISTIAN HOMELESS SHELTER - FOR FULL MISSION STATEMENT SEE SCHEDULE O. THE RESCUE MISSION OF EL PASO SERVES AS A MEMBER OF THE LOCAL BODY OF CHRIST IN PROCLAIMING THE GOSPEL OF JESUS CHRIST TO THE POOR AND DISPLACED WHILE DEMONSTRATING THE LOVE OF CHRIST IN ASSISTING PERSONS WITH PHYSICAL NEEDS OF FOOD, CLOTHING, SHELTER, COUNSELING, AND VOCATIONAL TRAINING AND PLACEMENT.",1804620,1800162,2007550,-207388,12618069,43,916303,126606,25107,924971,1,0,99732,0,99732,NEWSPAPER INSERTS,86482,NULL,86482,NULL,NULL,NULL,NULL,MURAL WALL FUNDRAISER,13250,NULL,13250,NULL,NULL,NULL,NULL,NULL,99732,99732,NULL,NULL,NULL,NULL,99732,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,43:51.0,NULL,FUNDRAISER,FUNDRAISER,WWW.RMELP.ORG,,,,,,
1107,201900119349301550_public.xml,NULL,263747734,BOWLES HALL FOUNDATION,bowleshallfoundation.org,2009,X,CA,1928 STADIUM RIM WAY BOX 120,BERKELEY,CA,94720,1928 Stadium Rim Way Box 120,Berkeley,CA,94720,John Baker,Harold E Berry,Treasurer,NULL,NULL,NULL,GARY STRUTZ,6509615520,STOREK CARLSON & STRUTZ LLP,900 E HAMILTON AVE STE 450,CAMPBELL,CA,95008,"Engaged in charitable and educational activities to improve educational and social experiences of current undergraduate students at University of California, Berkeley.","Engaged in charitable and educational activities to improve educational and social experiences of current undergraduate students at University of California, Berkeley.",4472233,4472233,5039289,-567056,40147616,2,164195,4223494,59287,30118,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,01:27.0,NULL,NULL,NULL,www.bowleshallfoundation.org,,,,,,
1116,201900129349200005_public.xml,NULL,521791314,VA-NATIONAL MEDICAL MUSICAL GROUP,medicalmusical.org,NULL,X,NULL,1700 17TH STREET NW Room 508,WASHINGTON,DC,200092498,1700 17TH STREET NW Room 508,WASHINGTON,DC,200092498,NULL,RICHARD L KUNTZ,TREASURER,NULL,NULL,NULL,DOUGLAS B STUART,3012925961,DOUGLAS B STUART CPA,12240 ARROW PARK DRIVE,FORT WASHINGTON,MD,20744,NULL,NULL,120810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,12/31/2017,27:43.0,NULL,NULL,NULL,www.medicalmusical.org,,,,,,
1122,201900129349200405_public.xml,NULL,680355524,KIWANIS CLUB OF CARMICHAEL FOUNDATION TRUST,carmichaelkiwanis.org,NULL,X,NULL,PO BOX 680,CARMICHAEL,CA,95609,PO BOX 680,CARMICHAEL,CA,95609,NULL,MIKE KOERNER,PRESIDENT,9166011426,NULL,NULL,Glenna Wood,9169789200,H AND R BLOCK,6920 FAIR OAKS,CARMICHAEL,CA,95608,NULL,NULL,113437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,113437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,9/30/2018,33:33.0,NULL,NULL,NULL,WWW.CARMICHAELKIWANIS.ORG,,,,,,
1124,201900129349200600_public.xml,NULL,463278332,THE PRESERVATION OF RURAL IOWA ALLIANCE,iowastopricl.com,NULL,NULL,NULL,PO BOX 303,AYRSHIRE,IA,50515,PO BOX 303,AYRSHIRE,IA,50515,NULL,Paul Swanson,Treasurer,NULL,NULL,NULL,JOHN P TOALE,7122623117,WINTHER STAVE & CO LLP,1316 W 18TH ST PO BOX 175,SPENCER,IA,513010175,NULL,NULL,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,42:57.0,NULL,NULL,NULL,www.iowastopricl.com,,,,,,
1126,201900129349300000_public.xml,NULL,222842846,CHILD CARE CONSULTANTS INC,childcareconsultants.org,1987,X,PA,29 NORTH DUKE STREET,YORK,PA,17401,29 NORTH DUKE STREET,YORK,PA,17401,ELENA WALLACE,ELENA WALLACE,TREASURER,7178542273,NULL,NULL,LISA A MYERS CPA,7177617210,BOYER & RITTER LLC,211 HOUSE AVENUE,CAMP HILL,PA,17011,"CHILD CARE CONSULTANTS ENSURES THAT ALL FAMILIES HAVE ACCESS TO AFFORDABLE, HIGH QUALITY CHILD CARE CHOICES THAT LEAD TO SUCCESS IN SCHOOL AND LIFE.","CHILD CARE CONSULTANTS ENSURES THAT ALL FAMILIES HAVE ACCESS TO AFFORDABLE, HIGH QUALITY CHILD CARE CHOICES THAT LEAD TO SUCCESS IN SCHOOL AND LIFE.",20198088,20197811,20093096,104715,2221051,50,20177936,9368,206,2457938,0,0,0,277,-277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,29:20.0,NULL,NULL,NULL,CHILDCARECONSULTANTS.ORG,,,,,,
1140,201900129349300605_public.xml,NULL,352171298,CASA FOR DOUGLAS COUNTY,casaomaha.org,2002,X,NE,2412 ST MARYS AVE,OMAHA,NE,68105,2412 ST MARYS AVENUE,OMAHA,NE,68105,KIMBERLY THOMAS,KIMBERLY THOMAS,EXECUTIVE DIRECTOR,4029325644,NULL,NULL,ANNE FUHRMAN CPA,4024234343,HBE LLP,7140 STEPHANIE LANE PO BOX 23110,LINCOLN,NE,685423110,"CASA FOR DOUGLAS COUNTY TRAINS, EMPOWERS AND INSPIRES VOLUNTEER ADVOCATES TO IMPROVE THE LIVES OF ABUSED AND NEGLECTED CHILDREN.",PROVIDE ADVOCACY FOR ABUSED,NEGLECTED CHILDREN,1169688,1134424,960876,173548,1373390,14,1034435,0,2323,743568,1,0,95404,9332,86072,SUPERHERO RUN,7404,NULL,7404,NULL,NULL,5900,NULL,20TH ANNIVERSARY EVENT,88000,NULL,88000,NULL,NULL,3432,NULL,NULL,95404,95404,NULL,NULL,9332,9332,86072,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,58:00.0,RUN,EVENT,RUN,WWW.CASAOMAHA.ORG,,,,,
1127,201900129349300005_public.xml,NULL,410693851,MERRICK COMMUNITY SERVICES,merrickcs.org,1908,X,MN,1669 ARCADE STREET N SUITE 4,ST PAUL,MN,55106,1669 ARCADE STREET N,ST PAUL,MN,55106,DANIEL A RODRIGUEZ,DANIEL A RODRIGUEZ,EXECUTIVE DIRECTOR,6517718821,NULL,NULL,NICHOLE FAIRBANKS,6514811128,HARRINGTON LANGER & ASSOCIATES,563 PHALEN BLVD,SAINT PAUL,MN,55130,"MERRICK COMMUNITY SERVICES SUPPORTS INDIVIDUALS AND FAMILIES TO NAVIGATE LIFE TRANSITIONS, FIND HEALTH AND STABILITY, AND PROMOTE INDEPENDENCE.","MERRICK COMMUNITY SERVICES SUPPORTS INDIVIDUALS AND FAMILIES TO NAVIGATE LIFE TRANSITIONS, FIND HEALTH AND STABILITY, AND PROMOTE INDEPENDENCE.",2004823,1981898,1824087,157811,2165033,50,1934637,63705,6220,893299,0,0,NULL,22925,NULL,MIX & MINGLE,53307,53307,NULL,3300,8932,1724,NULL,MOMENTUM BREAKF,22926,22926,NULL,NULL,3149,200,NULL,NULL,76233,NULL,3300,12081,1924,18305,-18305,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,C,NULL,NULL,NULL,NULL,NULL,NULL,2017,6/30/2018,53:35.0,NULL,NULL,NULL,WWW.MERRICKCS.ORG,,,,,,
